Frequency/Features,Design_1,Design_2,Design_3,Design_4,Design_5,Design_6,Design_7,Design_8,Design_9,Design_10,Design_11,Design_12,Design_13,Design_14,Design_15,Design_16,Design_17,Design_18,Design_19,Design_20,Design_21,Design_22,Design_23,Design_24,Design_25,Design_26,Design_27,Design_28,Design_29,Design_30,Design_31,Design_32,Design_33,Design_34,Design_35,Design_36,Design_37,Design_38,Design_39,Design_40,Design_41,Design_42,Design_43,Design_44,Design_45,Design_46,Design_47,Design_48,Design_49,Design_50
0.49663866,0.9656623,0.96346808,0.94956354,0.94258828,0.96245951,0.97050493,0.96907083,0.9656623,0.96346967,0.94956356,0.94258581,0.96245951,0.97050873,0.96907505,0.96566268,0.96346505,0.94956332,0.94258581,0.96245172,0.97050589,0.96907083,0.96583891,0.96032348,0.94303774,0.94069895,0.93853425,0.96599503,0.97375058,0.96583891,0.96032348,0.94303774,0.94070464,0.93853875,0.96599751,0.97375058,0.96583217,0.96032348,0.94303774,0.94069868,0.93854212,0.9659952,0.97375025,0.96921377,0.96453113,0.9442077,0.93348923,0.91086261,0.95988524,0.97283902,0.96921385
0.50168067,0.96277523,0.96418922,0.95897637,0.95134984,0.96430986,0.9704951,0.96556913,0.96277523,0.96419056,0.95897633,0.95134703,0.96430986,0.9704993,0.96557318,0.96277553,0.96418705,0.95897615,0.95134703,0.96430287,0.97049711,0.96556913,0.96286568,0.96147161,0.9492519,0.94210565,0.9455256,0.96819653,0.97087018,0.96286568,0.96147161,0.9492519,0.9421111,0.94553034,0.96819919,0.97087018,0.96285935,0.96147161,0.9492519,0.94210535,0.94553364,0.96819606,0.97086938,0.96629578,0.96174371,0.95156365,0.93977617,0.93101894,0.96725755,0.9716002,0.9662954
0.50672269,0.96544426,0.96149575,0.96388902,0.95952354,0.96081612,0.96711605,0.96664951,0.96544426,0.96149711,0.96388892,0.95952065,0.96081612,0.9671199,0.96665376,0.96544448,0.96149372,0.96388869,0.95952065,0.96080971,0.96711845,0.96664951,0.96469256,0.95874382,0.95917023,0.95083952,0.95659863,0.97147325,0.97442018,0.96469256,0.95874382,0.95917023,0.95084439,0.95660361,0.97147593,0.97442018,0.96468592,0.95874382,0.95917023,0.95083927,0.95660639,0.97147283,0.97442055,0.96961093,0.96304263,0.96202738,0.94166981,0.93444634,0.96860729,0.96997251,0.9696105
0.51176471,0.9705238,0.96315592,0.96206322,0.9597404,0.96308577,0.96936787,0.96876072,0.9705238,0.96315728,0.96206327,0.959738,0.96308577,0.9693716,0.9687653,0.97052401,0.96315293,0.96206297,0.959738,0.96307866,0.96936929,0.96876072,0.96998492,0.9611901,0.96238112,0.95959298,0.95903032,0.9680424,0.97335479,0.96998492,0.9611901,0.96238112,0.95959796,0.95903517,0.96804531,0.97335479,0.96997822,0.9611901,0.96238112,0.95959281,0.95903751,0.96804248,0.9733547,0.97496713,0.96865231,0.96399534,0.95095166,0.93908605,0.96553064,0.9734935,0.97496707
0.51680672,0.97095167,0.96797073,0.96083381,0.95701564,0.9688993,0.97056596,0.96603154,0.97095167,0.9679722,0.9608339,0.95701345,0.9688993,0.97056966,0.96603634,0.97095197,0.9679671,0.96083396,0.95701345,0.96889154,0.97056724,0.96603154,0.97075552,0.9662421,0.95986842,0.96010534,0.95640192,0.96870606,0.97089854,0.97075552,0.9662421,0.9598685,0.96011082,0.9564069,0.96870876,0.97089854,0.97074944,0.9662421,0.95986842,0.96010526,0.9564092,0.96870574,0.97089783,0.9740598,0.96943911,0.96143166,0.95973402,0.95002158,0.96967721,0.97067059,0.97405979
0.52184874,0.96788552,0.96935368,0.96452512,0.95910497,0.96918265,0.96725208,0.96506088,0.96788552,0.96935532,0.96452494,0.95910273,0.96918265,0.96725573,0.96506554,0.96788594,0.96935056,0.96452519,0.95910273,0.96917537,0.96725427,0.96506088,0.96789403,0.96649496,0.96069753,0.95793507,0.95937071,0.9710295,0.97340246,0.96789403,0.96649496,0.96069753,0.95794072,0.95937584,0.9710319,0.97340246,0.96788804,0.96649496,0.96069753,0.95793486,0.95937867,0.97102897,0.97340227,0.97152337,0.9665953,0.96432707,0.95984524,0.95541981,0.9703218,0.9705019,0.97152354
0.52689075,0.96769207,0.96680215,0.96844634,0.96403121,0.96561243,0.96738824,0.96692445,0.96769207,0.96680375,0.96844613,0.96402882,0.96561243,0.96739214,0.96692866,0.96769245,0.96679945,0.96844609,0.96402882,0.96560579,0.96739025,0.96692445,0.96826709,0.96369655,0.96573215,0.96090315,0.96460949,0.9680026,0.97189135,0.96826709,0.96369655,0.96573215,0.96090852,0.96461427,0.96800521,0.97189135,0.96826027,0.96369655,0.96573215,0.96090294,0.96461774,0.9680026,0.97189063,0.97399113,0.96768831,0.9696313,0.95813225,0.95344835,0.96713664,0.97216523,0.97399152
0.53193277,0.97085895,0.96584494,0.96776819,0.96494736,0.96610254,0.96899226,0.96527835,0.97085895,0.96584659,0.96776824,0.96494533,0.96610254,0.96899562,0.96528248,0.97085929,0.96584199,0.96776772,0.96494533,0.96609566,0.96899321,0.96527835,0.97150227,0.96431216,0.96776796,0.96555492,0.96396081,0.9677131,0.96970778,0.97150227,0.96431216,0.96776796,0.96556006,0.96396496,0.96771564,0.96970778,0.97149481,0.96431216,0.96776796,0.96555467,0.9639686,0.96771285,0.96970761,0.9767924,0.97083393,0.96940062,0.96201626,0.95444401,0.9695274,0.96897088,0.97679259
0.53697479,0.97200557,0.96834306,0.96514397,0.96192564,0.96958392,0.96636724,0.96306622,0.97200557,0.96834463,0.96514444,0.96192388,0.96958392,0.96636961,0.96307095,0.97200595,0.96833976,0.96514394,0.96192388,0.96957663,0.96636796,0.96306622,0.97175828,0.96737201,0.96525086,0.96528239,0.96115923,0.96936054,0.97143784,0.97175828,0.96737201,0.96525091,0.96528772,0.96116364,0.96936311,0.97143784,0.97175096,0.96737201,0.96525086,0.96528218,0.96116673,0.96936028,0.97143842,0.97488716,0.96996724,0.96661279,0.96634258,0.9596727,0.96982969,0.96968027,0.97488668
0.5420168,0.96955855,0.97001391,0.96556721,0.9609442,0.96922817,0.96487938,0.96405202,0.96955855,0.97001539,0.96556768,0.96094251,0.96922817,0.96488218,0.96405707,0.96955902,0.97001109,0.9655677,0.96094251,0.96922096,0.96488043,0.96405202,0.96916491,0.96733506,0.96418807,0.96248092,0.96292218,0.96663419,0.96960076,0.96916491,0.96733506,0.96418807,0.96248637,0.96292737,0.96663736,0.96960076,0.96915816,0.96733506,0.96418807,0.96248075,0.96292989,0.96663419,0.96960019,0.97300728,0.967572,0.96810066,0.96511601,0.96092933,0.96668593,0.96962625,0.9730071
0.54705882,0.96792067,0.96824902,0.96822872,0.96351739,0.96578616,0.96617868,0.96332581,0.96792067,0.96825033,0.96822893,0.96351528,0.96578616,0.96618225,0.96333054,0.96792114,0.9682467,0.9682291,0.96351528,0.96577907,0.96617965,0.96332581,0.96884737,0.96472167,0.96683771,0.96312446,0.96551099,0.96567671,0.96757003,0.96884737,0.96472167,0.96683771,0.96312956,0.96551604,0.96567973,0.96757003,0.96884059,0.96472167,0.96683771,0.96312419,0.96551878,0.96567651,0.96756986,0.97501941,0.96858175,0.97116638,0.96276359,0.95813702,0.96793668,0.96673737,0.97502027
0.55210084,0.96949664,0.96617093,0.96858928,0.96483184,0.96533081,0.96442505,0.96057309,0.96949664,0.96617247,0.96858937,0.9648295,0.96533081,0.96442795,0.9605774,0.96949702,0.96616845,0.96858911,0.9648295,0.96532302,0.96442594,0.96057309,0.97092592,0.96442248,0.96835066,0.96580312,0.96359788,0.96676904,0.96867079,0.97092592,0.96442248,0.96835066,0.96580812,0.96360198,0.96677123,0.96867079,0.97091878,0.96442248,0.96835066,0.96580284,0.96360519,0.96676847,0.96867189,0.97626689,0.97019324,0.97005874,0.96460673,0.95835732,0.96798889,0.96767881,0.976268
0.55714285,0.97088691,0.96687224,0.96608192,0.96239653,0.96741362,0.96186637,0.96036946,0.97088691,0.96687383,0.96608213,0.96239434,0.96741362,0.961869,0.960374,0.97088729,0.96686885,0.96608166,0.96239434,0.96740531,0.96186738,0.96036946,0.97090258,0.96631607,0.96616628,0.96527717,0.96100832,0.96421391,0.96653821,0.97090258,0.96631607,0.96616628,0.96528251,0.96101212,0.96421618,0.96653821,0.97089574,0.96631607,0.96616628,0.9652769,0.96101526,0.96421372,0.96653784,0.97396137,0.96853755,0.96739725,0.96695488,0.96113918,0.96487686,0.96621517,0.97396151
0.56218487,0.96920142,0.96833757,0.96456631,0.95985508,0.966607,0.96232745,0.96015966,0.96920142,0.96833904,0.96456688,0.95985301,0.966607,0.9623311,0.96016427,0.96920177,0.96833383,0.96456676,0.95985301,0.96659924,0.96232882,0.96015966,0.96852367,0.96609281,0.96422495,0.96232324,0.96208232,0.96270863,0.96453828,0.96852367,0.96609281,0.96422495,0.96232868,0.96208687,0.96271131,0.96453828,0.96851731,0.96609281,0.96422495,0.96232298,0.96208971,0.96270863,0.96453793,0.97264887,0.96664833,0.96821147,0.96523248,0.96056749,0.9652819,0.96394402,0.97264853
0.56722689,0.96686472,0.96733282,0.96568478,0.96037827,0.96314736,0.96130184,0.95738514,0.96686472,0.96733425,0.96568535,0.96037616,0.96314736,0.9613057,0.95738959,0.966865,0.96732972,0.96568569,0.96037616,0.96314049,0.96130342,0.95738514,0.96780936,0.96360709,0.96536075,0.96165261,0.9630146,0.96329736,0.96507751,0.96780936,0.96360709,0.96536075,0.96165755,0.96301935,0.96329978,0.96507751,0.96780309,0.96360709,0.96536075,0.96165236,0.96302253,0.96329749,0.96507868,0.97425794,0.96753281,0.96999511,0.96267824,0.95765898,0.96508935,0.96454658,0.97425808
0.5722689,0.96705814,0.96487713,0.96645611,0.96148592,0.96195481,0.95818916,0.95593623,0.96705814,0.96487858,0.96645652,0.96148375,0.96195481,0.95819218,0.95594059,0.96705833,0.96487466,0.96645654,0.96148375,0.96194794,0.95819046,0.95593623,0.96913754,0.96271206,0.96644219,0.96303632,0.9603603,0.96080437,0.96264911,0.96913754,0.96271206,0.96644219,0.96304083,0.96036461,0.9608067,0.96264911,0.96913099,0.96271206,0.96644219,0.96303606,0.96036812,0.96080497,0.9626494,0.9744136,0.96804214,0.96837401,0.9634067,0.95751745,0.96194442,0.96205728,0.97441386
0.57731092,0.96826907,0.9641481,0.96455294,0.95969846,0.96297457,0.95749494,0.95571214,0.96826907,0.96414971,0.96455322,0.95969651,0.96297457,0.95749785,0.9557167,0.96826935,0.96414547,0.96455249,0.95969651,0.96296712,0.95749574,0.95571214,0.96887376,0.96378495,0.96452936,0.96225943,0.95787949,0.95878275,0.96057798,0.96887376,0.96378495,0.96452936,0.96226415,0.95788379,0.95878556,0.96057798,0.96886741,0.96378495,0.96452936,0.96225923,0.95788704,0.95878306,0.96057742,0.97196199,0.96593091,0.96579347,0.96457136,0.95878263,0.9616433,0.96042565,0.97196178
0.58235294,0.96724516,0.96499861,0.96198823,0.95637036,0.96169184,0.95684653,0.95319088,0.96724516,0.96500032,0.96198859,0.95636868,0.96169184,0.95684991,0.9531956,0.96724561,0.96499561,0.96198745,0.95636868,0.9616842,0.95684769,0.95319088,0.96653934,0.9633603,0.96205496,0.95913564,0.95830204,0.95885083,0.96056595,0.96653934,0.9633603,0.96205496,0.95914054,0.95830682,0.95885358,0.96056595,0.96653325,0.9633603,0.96205496,0.95913538,0.95830953,0.95885064,0.96056582,0.97107155,0.96435247,0.96614303,0.96249223,0.9570982,0.96118335,0.96027265,0.97107116
0.58739495,0.96464691,0.96448776,0.96147355,0.95502303,0.95798939,0.95357862,0.95063844,0.96464691,0.96448921,0.96147414,0.95502122,0.95798939,0.95358198,0.95064301,0.96464733,0.96448486,0.96147324,0.95502122,0.95798206,0.95358015,0.95063844,0.96544156,0.96088129,0.9620286,0.95744926,0.95792221,0.95631139,0.95778791,0.96544156,0.96088129,0.96202855,0.95745415,0.95792714,0.95631418,0.95778791,0.9654353,0.96088129,0.9620286,0.95744913,0.95792996,0.95631164,0.95778731,0.97224536,0.96488644,0.96702908,0.95971745,0.95411268,0.95793023,0.95716036,0.97224524
0.59243697,0.96363746,0.96202026,0.96194654,0.95529639,0.95601669,0.95159316,0.9498758,0.96363746,0.96202149,0.96194726,0.95529448,0.95601669,0.95159638,0.9498802,0.96363778,0.96201771,0.96194682,0.95529448,0.95600916,0.95159444,0.9498758,0.96615158,0.95947959,0.9626227,0.95772555,0.95462641,0.95377151,0.95553652,0.96615158,0.95947959,0.9626227,0.95773024,0.95463073,0.95377453,0.95553652,0.96614491,0.95947959,0.9626227,0.9577253,0.95463431,0.95377179,0.95553635,0.97155121,0.96443003,0.96498648,0.95961377,0.95357386,0.95696918,0.95597069,0.97155135
0.59747899,0.96430947,0.96015023,0.96059522,0.9538261,0.95601022,0.95083239,0.94762858,0.96430947,0.96015141,0.96059574,0.9538241,0.95601022,0.9508356,0.94763292,0.96430967,0.96014759,0.96059529,0.9538241,0.95600244,0.9508335,0.94762858,0.96563844,0.95986304,0.96082574,0.95654108,0.95200939,0.95327253,0.95496052,0.96563844,0.95986304,0.96082574,0.95654592,0.95201355,0.95327512,0.95496052,0.96563172,0.95986304,0.96082574,0.95654077,0.95201742,0.95327211,0.95496099,0.96905864,0.96200675,0.96235832,0.95986002,0.95361284,0.95618019,0.9547912,0.9690585
0.602521,0.96371548,0.96006102,0.95755653,0.95004839,0.95407642,0.94763805,0.94420759,0.96371548,0.96006238,0.95755675,0.95004659,0.95407642,0.94764082,0.94421198,0.9637158,0.96005814,0.95755608,0.95004659,0.95406893,0.94763943,0.94420759,0.96326867,0.95917117,0.95790343,0.95306636,0.95164022,0.95055537,0.95175741,0.96326867,0.95917117,0.95790343,0.9530714,0.95164497,0.95055768,0.95175741,0.96326201,0.95917117,0.95790343,0.95306611,0.95164839,0.95055483,0.95175717,0.96843391,0.96062808,0.96226572,0.95734527,0.95100709,0.95271922,0.95138567,0.96843366
0.60756302,0.96109442,0.95965602,0.95546772,0.94691838,0.94981399,0.94439397,0.94245437,0.96109442,0.95965739,0.95546782,0.94691653,0.94981399,0.9443966,0.94245898,0.96109493,0.95965311,0.95546728,0.94691653,0.94980711,0.94439529,0.94245437,0.96184725,0.95655671,0.9568194,0.95035104,0.94999365,0.94743628,0.94918851,0.96184725,0.95655671,0.9568194,0.95035587,0.94999863,0.947439,0.94918851,0.96184057,0.95655671,0.9568194,0.95035086,0.95000178,0.94743598,0.94918842,0.96910611,0.9607615,0.96238123,0.95417236,0.94776055,0.95107784,0.95029463,0.96910617
0.61260504,0.95904292,0.95729335,0.95496906,0.94571055,0.94683373,0.94298429,0.94026243,0.95904292,0.95729464,0.95496899,0.94570867,0.94683373,0.94298714,0.94026724,0.95904336,0.95729074,0.95496881,0.94570867,0.9468267,0.94298529,0.94026243,0.96207116,0.95462041,0.95678407,0.94944073,0.94593033,0.94629211,0.94797942,0.96207116,0.95462041,0.95678407,0.94944547,0.94593472,0.94629516,0.94797942,0.96206433,0.95462041,0.95678407,0.94944055,0.94593809,0.9462919,0.94798004,0.96769102,0.95952768,0.95987107,0.95323577,0.94661623,0.94986821,0.94796209,0.96769114
0.61764705,0.95887074,0.95450568,0.95375318,0.94393255,0.94562056,0.93987667,0.9362115,0.95887074,0.95450681,0.95375311,0.94393058,0.94562056,0.93987959,0.93621612,0.95887099,0.95450285,0.95375299,0.94393058,0.94561297,0.93987794,0.9362115,0.96130782,0.95431696,0.95489558,0.94755705,0.94282086,0.94326123,0.94424937,0.96130782,0.95431696,0.95489558,0.9475619,0.94282488,0.94326391,0.94424937,0.96130136,0.95431696,0.95489558,0.94755681,0.94282819,0.94326136,0.94424948,0.96519063,0.9568918,0.95702413,0.95257047,0.94542642,0.94608541,0.94447765,0.9651907
0.62268907,0.95838727,0.95321409,0.95049851,0.93966451,0.94270933,0.93549889,0.93313081,0.95838727,0.95321532,0.95049851,0.9396629,0.94270933,0.93550188,0.93313527,0.95838754,0.95321074,0.95049832,0.9396629,0.94270198,0.93550057,0.93313081,0.95877603,0.95324325,0.95146835,0.94339665,0.9413653,0.93945092,0.94122498,0.95877603,0.95324325,0.95146835,0.94340193,0.94136959,0.93945354,0.94122498,0.95876986,0.95324325,0.95146835,0.94339641,0.94137242,0.93945098,0.94122557,0.96468693,0.9555278,0.95642337,0.94942388,0.94182948,0.9437068,0.94308506,0.964687
0.62773108,0.95582119,0.95243057,0.94694828,0.93468009,0.93742105,0.93289592,0.9305553,0.95582119,0.95243186,0.9469484,0.93467865,0.93742105,0.93289914,0.93055929,0.95582156,0.95242719,0.94694825,0.93467865,0.93741451,0.93289724,0.9305553,0.95691804,0.95031954,0.94926713,0.93938166,0.93825531,0.93751837,0.93927539,0.95691804,0.95031954,0.94926713,0.93938705,0.93825979,0.93752123,0.93927539,0.95691173,0.95031954,0.94926713,0.93938142,0.93826241,0.93751831,0.93927625,0.96478714,0.95504,0.95576788,0.94558147,0.93801031,0.94196504,0.9396006,0.96478698
0.6327731,0.95283919,0.95005127,0.94485704,0.93122598,0.93296748,0.92962577,0.92600465,0.95283919,0.95005243,0.94485723,0.93122442,0.93296748,0.92962893,0.92600853,0.95283968,0.95004838,0.94485743,0.93122442,0.93296108,0.9296269,0.92600465,0.95655939,0.94773023,0.94835948,0.93694518,0.93307914,0.93400035,0.93485083,0.95655939,0.94773023,0.94835948,0.93695026,0.93308356,0.93400309,0.93485083,0.95655251,0.94773023,0.94835948,0.93694494,0.9330863,0.93400065,0.93485048,0.96271515,0.95292567,0.95266255,0.94363373,0.93592756,0.93771225,0.93608584,0.9627146
0.63781512,0.95152524,0.94644432,0.9430548,0.92813856,0.93008378,0.92425246,0.92138889,0.95152524,0.94644545,0.94305492,0.92813689,0.93008378,0.92425539,0.92139304,0.95152561,0.94644183,0.94305516,0.92813689,0.93007656,0.92425368,0.92138889,0.95537945,0.94663644,0.94608604,0.93387162,0.9289539,0.92934408,0.93117462,0.95537945,0.94663644,0.94608604,0.93387663,0.9289582,0.92934681,0.93117462,0.9553725,0.94663644,0.94608604,0.93387132,0.92896118,0.92934436,0.93117463,0.96018086,0.9499074,0.94937177,0.94186554,0.93328268,0.93446683,0.93395031,0.96018001
0.64285713,0.95073287,0.94369044,0.93945294,0.92284076,0.92561383,0.91998359,0.91782772,0.95073287,0.94369165,0.93945295,0.92283903,0.92561383,0.91998665,0.91783217,0.95073318,0.94368766,0.93945289,0.92283903,0.92560589,0.91998486,0.91782772,0.95248438,0.94500038,0.94195898,0.92847349,0.9259083,0.92642568,0.92833399,0.95248438,0.94500038,0.94195898,0.92847856,0.92591258,0.92642826,0.92833399,0.95247776,0.94500038,0.94195898,0.9284732,0.92591576,0.92642555,0.92833447,0.95962994,0.94826422,0.94809509,0.93773194,0.92837941,0.93202648,0.92937037,0.9596294
0.64789915,0.94814573,0.94194317,0.93445936,0.9155979,0.91856207,0.91606328,0.91269289,0.94814573,0.9419445,0.93445928,0.91559629,0.91856207,0.91606629,0.91269747,0.94814615,0.94194011,0.93445893,0.91559629,0.9185546,0.91606453,0.91269289,0.95006878,0.94153156,0.93841703,0.92257696,0.92084774,0.92219043,0.92301631,0.95006878,0.94153156,0.93841703,0.92258186,0.92085195,0.92219272,0.92301631,0.95006269,0.94153156,0.93841703,0.92257672,0.92085516,0.92219041,0.92301592,0.95905278,0.94697287,0.94653006,0.93277232,0.92347705,0.92711718,0.92570878,0.95905254
0.65294117,0.94429359,0.93918895,0.93014776,0.9088359,0.91180272,0.90974209,0.90642325,0.94429359,0.93919027,0.93014769,0.90883411,0.91180272,0.9097447,0.90642776,0.94429408,0.93918633,0.93014761,0.90883411,0.91179594,0.90974355,0.90642325,0.94908942,0.93806032,0.93624744,0.91790756,0.91389675,0.91646046,0.91844265,0.94908942,0.93806032,0.93624744,0.91791216,0.91390121,0.91646288,0.91844265,0.94908335,0.93806032,0.93624744,0.91790738,0.91390427,0.91646062,0.91844259,0.95632995,0.94398661,0.9425911,0.92939949,0.91990791,0.92282014,0.92241536,0.95632969
0.65798318,0.94153646,0.93469094,0.92670523,0.90284649,0.90634724,0.90339795,0.90119024,0.94153646,0.9346922,0.92670536,0.90284453,0.90634724,0.90340083,0.90119471,0.94153694,0.93468891,0.92670548,0.90284453,0.90634036,0.90339934,0.90119024,0.94743887,0.93593507,0.93314852,0.91278185,0.90791192,0.91228069,0.914478,0.94743887,0.93593507,0.93314852,0.91278636,0.90791679,0.91228347,0.914478,0.94743266,0.93593507,0.93314852,0.91278167,0.90791942,0.91228019,0.91447849,0.95370105,0.94056836,0.93854406,0.92609037,0.91529382,0.91946233,0.91680569,0.95370105
0.6630252,0.93988865,0.93014631,0.92208849,0.89517059,0.8992869,0.89808658,0.89509921,0.93988865,0.93014745,0.92208874,0.89516879,0.8992869,0.89808992,0.89510366,0.939889,0.93014425,0.92208874,0.89516879,0.89927984,0.89808769,0.89509921,0.94406816,0.93343567,0.92794088,0.90517804,0.90239944,0.90703193,0.90798508,0.94406816,0.93343567,0.92794094,0.90518279,0.90240414,0.90703427,0.90798508,0.94406222,0.93343567,0.92794088,0.90517786,0.90240682,0.90703119,0.90798452,0.9529323,0.93848252,0.93631241,0.92038231,0.90844576,0.91365409,0.91271193,0.95293278
0.66806722,0.93698746,0.92667079,0.91534782,0.88455935,0.88923345,0.89064943,0.88704067,0.93698746,0.92667193,0.91534785,0.88455788,0.88923345,0.89065242,0.88704473,0.93698775,0.92666811,0.91534761,0.88455788,0.88922667,0.89065041,0.88704067,0.9409554,0.92906854,0.92260815,0.89629141,0.89444642,0.89991778,0.90219433,0.9409554,0.92906854,0.92260815,0.89629616,0.89445035,0.89991949,0.90219433,0.9409493,0.92906854,0.92260815,0.89629117,0.89445357,0.89991722,0.90219423,0.95155318,0.93618681,0.93355659,0.91358426,0.90162058,0.90803598,0.90787707,0.95155383
0.67310923,0.93218821,0.92283009,0.90803828,0.87275974,0.87871114,0.88188013,0.87939864,0.93218821,0.92283134,0.90803802,0.87275845,0.87871114,0.88188261,0.87940241,0.93218857,0.92282699,0.90803784,0.87275845,0.87870475,0.88188102,0.87939864,0.93917853,0.92433666,0.91853698,0.88804825,0.88454688,0.89408994,0.89679202,0.93917853,0.92433666,0.91853698,0.88805252,0.88455042,0.89409183,0.89679202,0.93917214,0.92433666,0.91853698,0.88804801,0.88455389,0.89408944,0.89679259,0.9481308,0.93210413,0.92839235,0.90801718,0.89564416,0.90345403,0.90123724,0.94813122
0.67815125,0.92761466,0.91704575,0.90146783,0.86125186,0.86905239,0.87423699,0.8716517,0.92761466,0.917047,0.90146747,0.8612504,0.86905239,0.87423978,0.8716556,0.92761496,0.91704276,0.90146765,0.8612504,0.86904601,0.87423784,0.8716517,0.93677959,0.9207631,0.91390009,0.87931238,0.8753014,0.88741616,0.88874562,0.93677959,0.9207631,0.91390009,0.87931646,0.8753051,0.88741845,0.88874562,0.9367728,0.9207631,0.91390009,0.87931213,0.87530834,0.88741637,0.88874527,0.94528792,0.92788981,0.9231081,0.90232389,0.8880907,0.89642058,0.89626447,0.9452881
0.68319327,0.92438537,0.91018196,0.8943812,0.84845701,0.8576011,0.86519926,0.86156728,0.92438537,0.91018327,0.89438107,0.84845551,0.8576011,0.86520224,0.86157133,0.92438561,0.91017902,0.89438132,0.84845551,0.85759448,0.8652005,0.86156728,0.93254191,0.91691868,0.90692159,0.86776833,0.86580961,0.87848722,0.8813087,0.93254191,0.91691868,0.90692159,0.86777275,0.86581361,0.87848973,0.8813087,0.93253501,0.91691868,0.90692159,0.86776819,0.86581664,0.87848789,0.88130862,0.94408325,0.92480173,0.91944095,0.89401326,0.87813123,0.88910611,0.88953303,0.94408334
0.68823528,0.92059361,0.9039304,0.8848728,0.83201545,0.84247399,0.8536732,0.85079026,0.92059361,0.90393178,0.88487295,0.83201397,0.84247399,0.853676,0.85079423,0.92059385,0.90392709,0.88487289,0.83201397,0.84246751,0.85367469,0.85079026,0.92830337,0.9110969,0.89897647,0.85386479,0.85327454,0.87049121,0.87403709,0.92830337,0.9110969,0.89897654,0.85386945,0.85327838,0.87049371,0.87403709,0.92829668,0.9110969,0.89897647,0.85386458,0.85328132,0.87049122,0.87403737,0.94172527,0.92097992,0.91498148,0.88413251,0.86795989,0.88288111,0.88174201,0.94172499
0.6932773,0.9145535,0.89778659,0.87329219,0.81222781,0.82575444,0.84262746,0.84033648,0.9145535,0.8977881,0.8732922,0.81222646,0.82575444,0.8426303,0.84034012,0.91455374,0.89778343,0.87329219,0.81222646,0.82574823,0.84262866,0.84033648,0.92534671,0.90446826,0.8919184,0.83959149,0.83839867,0.86185474,0.86393726,0.92534671,0.90446826,0.8919184,0.83959596,0.83840242,0.86185688,0.86393726,0.92534043,0.90446826,0.8919184,0.83959135,0.83840525,0.86185461,0.86393657,0.93749172,0.91538978,0.90794523,0.87497253,0.85799271,0.87418785,0.87530477,0.93749122
0.69831932,0.90764008,0.88976879,0.8613973,0.79105206,0.80918802,0.83109418,0.82772479,0.90764008,0.88977027,0.86139705,0.79105058,0.80918802,0.83109712,0.82772854,0.9076405,0.88976604,0.86139762,0.79105058,0.80918183,0.83109522,0.82772479,0.92186951,0.89873219,0.88453286,0.82443804,0.82356959,0.85054818,0.85430313,0.92186951,0.89873219,0.8845328,0.82444222,0.82357355,0.8505501,0.85430313,0.92186363,0.89873219,0.88453286,0.8244379,0.8235762,0.85054855,0.85430328,0.93425467,0.90997295,0.90065265,0.86534605,0.84575378,0.86466506,0.86632235,0.93425438
